date;area;persons;sharePersonLeavingHome;dailyRangePerPerson
20201025;Landkreis Nordhausen;83566;61.0;18.81
20201025;Kreis Stormarn;231927;63.0;12.25
20201025;Bottrop;104799;62.0;7.96
20201025;Landkreis Hersfeld-Rotenburg;122841;62.0;22.35
20201025;Hamm;184565;62.0;10.08
20201025;Landkreis Cuxhaven;162659;65.0;19.580000000000002
20201025;Landkreis Augsburg;206544;64.0;13.790000000000001
20201025;Zollernalbkreis;176850;62.0;11.42
20201025;Rhein-Pfalz-Kreis;155323;63.0;12.33
20201025;Landkreis Pfaffenhofen an der Ilm;117621;57.99999999999999;17.13
20201025;Landkreis Neumarkt in der Oberpfalz;124241;62.0;20.09
20201025;Landkreis Rastatt;225885;67.0;14.96
20201025;Landkreis Schaumburg;172183;64.0;16.91
20201025;Ingolstadt;129130;65.0;10.41
20201025;Landkreis Göppingen;269600;64.0;11.57
20201025;Jena;114273;65.0;14.07
20201025;Eisenach;41961;61.0;15.99
20201025;Landkreis Eichstätt;122507;64.0;17.18
20201025;Landkreis Rostock;202086;65.0;22.38
20201025;Solingen;169982;65.0;7.68
20201025;Landkreis Lichtenfels;64693;62.0;13.71
20201025;Landkreis Saalfeld-Rudolstadt;89242;57.99999999999999;14.76
20201025;Krefeld;238796;62.0;8.040000000000001
20201025;Wetteraukreis;287385;66.0;13.39
20201025;Landkreis Ludwigsburg;496601;67.0;9.93
20201025;Landkreis Mainz-Bingen;229948;63.0;12.5
20201025;Ulm;146763;67.0;11.790000000000001
20201025;Landkreis Teltow-Fläming;144876;60.0;17.6
20201025;Kreis Dithmarschen;132977;64.0;16.64
20201025;Kreis Mettmann;452336;61.0;8.59
20201025;Landkreis Neuburg-Schrobenhausen;89715;61.0;12.540000000000001
20201025;Weiden in der Oberpfalz;38889;54.0;10.96
20201025;Landkreis Hildburghausen;64805;57.00000000000001;18.71
20201025;Landkreis Rotenburg (Wümme);160764;59.0;18.61
20201025;Landkreis Hof;97711;61.0;21.11
20201025;Landkreis Konstanz;276325;62.0;15.02
20201025;Landkreis Stendal;120824;60.0;18.3
20201025;Heidelberg;147527;66.0;11.200000000000001
20201025;Rhein-Erft-Kreis;423838;62.0;10.5
20201025;Landkreis Weilheim-Schongau;132188;59.0;14.25
20201025;Mannheim;304599;66.0;9.84
20201025;Landkreis Osterholz;94755;63.0;12.290000000000001
20201025;Schwabach;36448;61.0;14.08
20201025;Landkreis Südwestpfalz;122095;60.0;11.57
20201025;Landkreis Miltenberg;146434;57.99999999999999;13.19
20201025;Coburg;37685;57.99999999999999;9.82
20201025;Essen;570887;63.0;7.7
20201025;Flensburg;86214;61.0;15.030000000000001
20201025;Ilm-Kreis;86539;57.99999999999999;18.59
20201025;Bremen;604495;60.0;9.76
20201025;Landkreis Mecklenburgische Seenplatte;272220;59.0;19.87
20201025;Landkreis Calw;148963;64.0;12.24
20201025;Landkreis Aurich;181512;68.0;20.09
20201025;Landkreis Prignitz;83772;56.00000000000001;22.29
20201025;Hohenlohekreis;103315;59.0;16.64
20201025;Landkreis Schwäbisch Hall;183709;63.0;15.44
20201025;Landkreis Freudenstadt;115086;66.0;14.77
20201025;Kreis Wesel;434328;62.0;10.25
20201025;Landkreis Waldeck-Frankenberg;162951;59.0;17.87
20201025;Köln;1065741;64.0;9.08
20201025;Landkreis Mittelsachsen;321555;57.99999999999999;17.71
20201025;Baden-Baden;51858;64.0;14.290000000000001
20201025;Landkreis Erlangen-Höchstadt;154876;64.0;13.27
20201025;Lahn-Dill-Kreis;252976;62.0;13.0
20201025;Ortenaukreis;437636;65.0;15.48
20201025;Landkreis Nordwestmecklenburg;144863;65.0;20.03
20201025;Kassel;219206;68.0;10.33
20201025;Landkreis Günzburg;119343;64.0;17.98
20201025;Kreis Gütersloh;331416;61.0;11.35
20201025;Karlsruhe;311640;68.0;10.83
20201025;Kreis Paderborn;290307;63.0;13.200000000000001
20201025;Landkreis Rhön-Grabfeld;84220;60.0;15.4
20201025;Landkreis Saarlouis;210335;62.0;10.38
20201025;Landkreis Neustadt an der Waldnaab;138974;59.0;28.63
20201025;Landkreis Starnberg;131351;63.0;13.42
20201025;Amberg;38441;56.00000000000001;9.98
20201025;Kreis Minden-Lübbecke;308186;65.0;12.66
20201025;Landkreis Mayen-Koblenz;228476;64.0;14.780000000000001
20201025;Landkreis Marburg-Biedenkopf;244530;61.0;12.41
20201025;Straubing;41040;60.0;10.870000000000001
20201025;Landkreis Altötting;111480;57.99999999999999;21.88
20201025;Landkreis Birkenfeld;92249;56.00000000000001;11.77
20201025;Delmenhorst;89977;56.00000000000001;9.09
20201025;Landkreis Vulkaneifel;73447;56.00000000000001;21.13
20201025;Landkreis Hameln-Pyrmont;149325;59.0;11.11
20201025;Braunschweig;260140;59.0;10.13
20201025;Landkreis Havelland;146524;57.99999999999999;16.91
20201025;Landkreis Bad Dürkheim;145876;63.0;12.84
20201025;Landkreis Miesbach;94143;63.0;19.01
20201025;Saalekreis;161424;59.0;17.330000000000002
20201025;Bochum;363107;63.0;7.930000000000001
20201025;Landkreis Bad Kreuznach;170800;62.0;13.56
20201025;Landkreis Landsberg am Lech;125787;61.0;15.33
20201025;Landkreis Sömmerda;75078;60.0;17.39
20201025;Landkreis Verden;128040;57.99999999999999;16.95
20201025;Landkreis Neuwied;187158;64.0;14.09
20201025;Landkreis Ravensburg;270681;68.0;16.97
20201025;Landkreis Leer;159337;66.0;17.54
20201025;Kreis Ostholstein;173533;65.0;23.55
20201025;Magdeburg;241193;62.0;11.43
20201025;Landkreis Kronach;71838;56.00000000000001;13.76
20201025;Kreis Segeberg;285666;63.0;12.42
20201025;Kreis Plön;162286;64.0;14.49
20201025;Landkreis Rosenheim;234544;64.0;26.68
20201025;Landkreis Cloppenburg;157593;63.0;15.780000000000001
20201025;Landkreis Tirschenreuth;71880;59.0;20.63
20201025;Landkreis Kulmbach;77426;60.0;15.4
20201025;Mönchengladbach;279569;61.0;8.46
20201025;Landkreis Fürth;96997;68.0;11.31
20201025;Landkreis Göttingen;315977;62.0;14.76
20201025;Landkreis Vechta;131012;60.0;17.32
20201025;Landkreis Oberhavel;204576;57.00000000000001;14.370000000000001
20201025;Kreis Euskirchen;188088;63.0;12.42
20201025;Fürth;129960;69.0;9.41
20201025;Landkreis Heidekreis;133426;63.0;27.84
20201025;Hochsauerlandkreis;259424;59.0;15.540000000000001
20201025;Landkreis Reutlingen;267666;67.0;10.39
20201025;Kreis Borken;364074;60.0;12.27
20201025;Wilhelmshaven;80778;62.0;12.46
20201025;Kreis Unna;362767;62.0;9.700000000000001
20201025;Westerwaldkreis;193822;61.0;16.080000000000002
20201025;Regensburg;154459;66.0;12.02
20201025;Altmarkkreis Salzwedel;85208;57.00000000000001;17.36
20201025;Kreis Groß-Gerau;240483;63.0;12.21
20201025;Landkreis Görlitz;265015;57.00000000000001;38.53
20201025;Landkreis Emmendingen;157315;64.0;13.46
20201025;Landkreis Breisgau-Hochschwarzwald;256546;65.0;19.75
20201025;Kreis Nordfriesland;160051;67.0;25.0
20201025;Landkreis Bautzen;305432;61.0;23.41
20201025;Landkreis Ludwigslust-Parchim;208343;57.99999999999999;22.31
20201025;Augsburg;315798;66.0;10.19
20201025;Landkreis Regen;74721;57.00000000000001;23.42
20201025;Berlin;3456802;64.0;8.42
20201025;Lübeck;239240;63.0;11.58
20201025;Neckar-Odenwald-Kreis;146771;57.99999999999999;14.030000000000001
20201025;Bamberg;67357;68.0;13.96
20201025;Landkreis Dahme-Spreewald;143047;60.0;20.85
20201025;Landkreis Holzminden;82570;56.00000000000001;14.55
20201025;Erfurt;205146;64.0;14.32
20201025;Mainz;210687;64.0;10.1
20201025;Landkreis Mühldorf am Inn;117361;57.99999999999999;15.16
20201025;Schwerin;98572;61.0;12.41
20201025;Landkreis München;331119;63.0;12.24
20201025;Landkreis Hildesheim;257019;62.0;12.85
20201025;Landkreis Freyung-Grafenau;77403;59.0;24.87
20201025;Neumünster;76309;60.0;10.85
20201025;Landkreis Waldshut;163051;45.0;14.4
20201025;Landkreis Limburg-Weilburg;182311;66.0;15.51
20201025;Emden;53719;64.0;13.98
20201025;Kreis Steinfurt;425905;62.0;13.32
20201025;Landkreis Karlsruhe;395970;64.0;12.5
20201025;Rhein-Kreis Neuss;417834;60.0;9.26
20201025;Vogelsbergkreis;100032;60.0;21.43
20201025;Dresden;574078;67.0;16.490000000000002
20201025;München;1417478;68.0;10.02
20201025;Kreis Herzogtum Lauenburg;204444;64.0;13.8
20201025;Landkreis Aschaffenburg;175798;61.0;14.52
20201025;Landkreis Haßberge;82043;62.0;17.47
20201025;Landkreis Esslingen;488215;69.0;10.39
20201025;Landkreis Grafschaft Bentheim;131375;57.99999999999999;24.240000000000002
20201025;Pforzheim;114785;69.0;9.19
20201025;Landkreis Oldenburg;91733;61.0;17.56
20201025;Kreis Viersen;268437;61.0;15.9
20201025;Main-Kinzig-Kreis;394297;61.0;11.8
20201025;Landkreis Aichach-Friedberg;116719;63.0;14.02
20201025;Aschaffenburg;66766;63.0;10.790000000000001
20201025;Schwarzwald-Baar-Kreis;202235;63.0;13.43
20201025;Landkreis Cham;125578;64.0;21.85
20201025;Landkreis Altenburger Land;89397;57.99999999999999;13.39
20201025;Landkreis Ebersberg;146484;64.0;13.9
20201025;Landkreis Wolfenbüttel;118252;63.0;12.98
20201025;Kreis Rendsburg-Eckernförde;297816;65.0;14.77
20201025;Landkreis Kelheim;108582;62.0;16.17
20201025;Landkreis Bayreuth;99165;63.0;22.71
20201025;Landkreis Lindau;82562;61.0;26.830000000000002
20201025;Landkreis Jerichower Land;92061;62.0;20.92
20201025;Potsdam;169084;62.0;11.86
20201025;Alb-Donau-Kreis;197590;62.0;14.9
20201025;Kaufbeuren;36156;62.0;10.84
20201025;Landkreis Anhalt-Bitterfeld;170927;61.0;14.38
20201025;Kreis Coesfeld;207680;61.0;12.39
20201025;Kreis Warendorf;263159;63.0;11.58
20201025;Landkreis Amberg-Sulzbach;105117;61.0;16.41
20201025;Landkreis Uckermark;119310;59.0;30.39
20201025;Landkreis Dachau;155082;65.0;13.34
20201025;Landkreis Lüchow-Dannenberg;55942;59.0;19.8
20201025;Frankfurt am Main;705798;66.0;9.290000000000001
20201025;Oldenburg;191850;60.0;10.99
20201025;Wolfsburg;121300;57.99999999999999;11.13
20201025;Rheingau-Taunus-Kreis;153515;63.0;12.25
20201025;Landkreis Kassel;256003;63.0;14.42
20201025;Kaiserslautern;88466;65.0;8.81
20201025;Erlangen;106717;65.0;10.370000000000001
20201025;Landkreis Bamberg;146383;66.0;16.830000000000002
